,reviews
846,"

  Fake mask, very poor fit, low quality tieBEWARE !!!FAKE FAKE FAKE !!! WASTE OF MONEY

"
847,"

  Poor quality... Last time I bought 50 venus mask that's very nice... This time totally disappointed.. very worst product... Amazon don't advertise this type of product to customers... Very poor... Waste of money

"
848,"

  I have been using Venus mask for more than an year now and I am sure that the mask they send me is original

"
849,"

  Not in original packagePacked in polythene cover.Don't know whether it is original product or fake product.

"
850,"

  Amazon is fullfilling duplicate venus v4400 masks with poor stuff and straps and despite a lot of arguments not accepting return

"
851,"

  Original products received ,delivery and packaging was also remarkable👍

"
852,"

  Very poor quality. Damaged mask. Nd pack is not 50 mask...i hv got only 44. Never buy this product.

"
853,"

  Purchased it from bloom enterprises.. Worth it!

"
854,"

  Look like its not an original masks, no quality control and  extremely poor strap quality. These kind of masks put users  at risk. Pls don't buy this product.

"
855,"

  Many of the masks were defective.....the straps were detaching easily. Many of the packets were not sealed properly and were half open.

"
856,"

  Its a fake product

"
857,"

  I have purchased  2 times.First time it was good in everything.Second time I ordered same item,that was a bad quality..........

"
858,"

  We received the item and quality was very poor. For few masks nose stripes are not there.

"
859,"

  Many masks don't have nasal metal clipsSome have open front suture

"
860,"

  Ordinary face mask.Product is venus.But not the one offered.Not worth buying

"
861,"

  It's not the same product which is shown in picture.. It is not original.

"
862,"

  It is smelly and induces allergy. Waste for money.

"
863,"

  Mask was getting bad smell unable to breathe

"
864,"

  Worst product.please don't buy..fake version

"
865,"

  Very bad quality 👎🏿👎🏿

"
866,"

  Not good poor quality

"
867,"

  Value for money.

"
868,"

  Good👍.

"
869,"

  It's too poor quality

"
870,"

  Not worth for money

"
871,"

  I have been using this mask regularly now. When I order a pack of 5 or 10, the packet is not Air sealed. I thought to buy this pack of 50 because it promised to be Air sealed. I got a new Air sealed packet, however, the straps are not attached in a good manner. The strap gets broken easily. I have checked the straps of same model of the mask from other batches and found that it's joined in a clean and robust manner.I request the seller to please clarify why this Air sealed pack of 50 has different types of straps?

"
872,"

  Masks came in 2 boxes with 25 pieces of masks in each box. Each mask was packed in  individual cover which makes us feel safe in these covid times. Masks are original and niosh certified , go for them without any hesitation. Keep it up seller & amazon 👏

"
873,"

  Was searching for se genuine venus N95 mask....Really impressed at the rate at which they are provided.....Value for money.....

"
874,"

  Purchased from BLOOM ENTERPRISES LTD seller and got original sealed package with proper straps that are comfortable and does not cause friction injuries.Ordering few more units immediately. If you are purchasing these masks, buy from BLOOM Enterprises.

"
875,"

  VALUE FOR MONEY. QUALITY  NEEDS IMPROVEMENT.

"
876,"

  Fake product

"
877,"


  Your browser does not support HTML5 video.


   The mask is undoubtedly NIOSH certified N95 mask, I verified the lot no. (There will be NIOSH N95 and lot no. stamped in black ink on right cheek side of mask)CONCLUSION:  I have used 3M N95 masks earlier, 3M masks are far better than these Venus masks. Venus masks definitely lack in overall quality control. But considering current situation knowing that it is NIOSH certified N95 masks and affordable. DEFINITELY RECOMMENDED.⚠️⚠️ NEVER wash the mask NEVER. These masks loses filtration capacity if washed. After usage if the inside surface feels moist then sun dry the mask and preserve it in plastic wrap then wear the mask after 3 days. (Doctors are doing this in shortage of N95s).👍No size issue. One size fits all size face.👍The metal nose clip is good and flexible thus having no gap in ridges of nose.👍The fabric of mask is soft, flexible and breathable thus comfortable for long usage.👍The heat stiching on and around the mask is neat and clean leaving no pores thus sealing mouth and nose properly.👍The elastic straps are good. They have an adjusting mechanism to tighten the mask properly. ABSOLUTELY AMAZING. The straps are soft and doesnot create pain around ear or neck after prolonged usage.👍The inside surface of the mask is very comfortable to wear for long as all the adjoining points of straps and noseclip are properly concealed into layers of fabric.👎🏿In some masks the end of the straps was not not properly heat sealed onto mask surface. Don't know the durability of those straps.👎🏿Need improvement in heat sealing around the rim of the mask (in some masks, not all of them)DIRECTION FOR WEARING AND MAINTENANCE:1. Never touch the inside of the mask.2. Try not to touch the exterior of the mask frequently.3. Hold the mask by the straps while wearing and taking off.4. There are 2 straps first wear the lower strap around the neck and then wear the upper strap around your head over the ears.5. Then tighten the straps by the adjustable rings provided one for each straps.6. Pinch the nose clip such that airtight seal is formed inside mask.

"
878,"

  Good quality

"
879,"

  It is unbelievable that N95 masks are  loose and not sealed in a packet. How can we use the face masks that have been touched by someone??

"
880,"

  Good quality, original  venus n95 mask. Packaging should be improved. It should be packed in hygienic sealed pack ,specially  during  covid scenario .

"
881,"

  comfortable

"
882,"

  These are stamped FFP1 Indian Standards (Pollution Masks): but being fraudulently sold as NIOSH Approved N95 masks by even Cloudtail!.NEITHER NIOSH APPROVED NOR A N95 MASK!Don't fall for their lie.

"
883,"

  Value for money

"
884,"

  The most uncomfortable n95 acc. to me

"
885,"

  Appears a duplicate product with no NIOSH certificate

"
886,"

  Even though the picture shows individually sealed and packaged masks, they're not

"
887,"


  Your browser does not support HTML5 video.


   Duplicate venus n95 mask sent in this corona situation. Without sealed packet send...

"
888,"

  Very comfortable and easily affordable

"
889,"

  It is unbelievable that N95 masks are  loose and not sealed in a packet. How can we use the face masks that have been touched by someone??

"
